uai;nom_de_l_etablissement;nb_candidats_g;taux_de_reussite_g;taux_d_acces_6eme_3eme;nb_mentions_g;ips;ecart_type_de_l_ips
0210051S;COLLEGE JACQUES MERCUSOT;97;99.0;94.0;88;119.6;33.3
0211079J;COLLEGE PRIVE SAINT BERNARD;30;90.0;86.0;15;99.7;24.8
0211225T;COLLEGE LE CHAPITRE;42;93.0;90.0;31;71.0;19.6
0260009U;COLLEGE ERNEST CHALAMEL;75;96.0;95.0;61;110.1;33.4
0211230Y;COLLEGE JULES FERRY;132;91.0;94.0;98;103.3;31.9
0211523S;COLLEGE BORIS VIAN;67;100.0;90.0;54;93.0;32.6
0220015X;COLLEGE THALASSA;39;92.0;84.0;29;103.8;32.1
0220046F;COLLEGE LA GAUTRAIS;56;93.0;100.0;42;98.1;31.4
0220081U;COLLEGE ROGER VERCEL;106;96.0;86.0;93;103.5;36.2
0220136D;COLLEGE PRIVE NOTRE DAME D'ESPERANCE;50;94.0;90.0;39;95.7;26.9
0220142K;COLLEGE PRIVE SACRE COEUR;208;97.0;91.0;182;110.7;29.2
0220162G;COLLEGE PRIVE ST JOSEPH;36;97.0;90.0;27;92.7;18.7
0220167M;COLLEGE PRIVE NOTRE DAME DE LA CLARTE;46;96.0;73.0;36;120.8;28.2
0220172T;COLLEGE PRIVE STE MARIE;72;81.0;80.0;45;106.8;27.9
0220185G;COLLEGE ANATOLE LE BRAZ;125;97.0;84.0;103;108.2;42.3
0221029Z;COLLEGE LES SEPT ILES;78;100.0;91.0;69;121.7;34.7
0221126E;COLLEGE JEAN RICHEPIN;64;95.0;87.0;46;108.9;30.4
0221518F;COLLEGE FRANCOIS CLECH;108;88.0;95.0;83;104.7;30.4
0221538C;COLLEGE PER-JAKEZ HELIAS;51;96.0;92.0;41;93.8;26.2
0221539D;COLLEGE DU PRAT ELES;41;98.0;80.0;31;97.5;25.7
0221540E;COLLEGE GWER HALOU;34;97.0;97.0;24;92.9;29.6
0221568K;COLLEGE EUGENE GUILLEVIC;59;86.0;93.0;41;96.3;27.6
0221748F;COLLEGE PRIVE ST NICOLAS - JEAN XXIII;151;98.0;89.0;131;105.7;25.3
0221750H;COLLEGE PRIVE ST CHARLES LA PROVIDENCE;143;99.0;82.0;130;127.5;29.2
0221877W;COLLEGE PRIVE DIWAN;40;100.0;82.0;40;125.7;30.7
0230009K;COLLEGE HENRI JUDET;40;82.0;96.0;24;103.6;30.7
0230014R;COLLEGE GEORGES NIGREMONT;45;93.0;90.0;33;100.4;21.7
0230408U;COLLEGE BENJAMIN BORD;42;95.0;94.0;35;105.3;27.2
0240004Z;COLLEGE HENRI IV;128;79.0;93.0;80;100.4;34.2
0240015L;COLLEGE PLAISANCE;35;94.0;92.0;32;94.5;27.8
0240043S;COLLEGE LES MARCHES DE L'OCCITANIE;40;100.0;89.0;35;96.2;27.6
0240056F;COLLEGE DES TROIS VALLEES;83;89.0;94.0;59;97.6;28.6
0240121B;COLLEGE LA BOETIE;182;80.0;87.0;104;100.6;28.7
0240158S;COLLEGE JEAN MONNET;83;88.0;94.0;60;98.2;29.6
0240962R;COLLEGE PIERRE FANLAC;70;91.0;91.0;52;94.9;27.0
0240996C;COLLEGE JACQUES PREVERT;109;90.0;88.0;79;94.4;32.5
0240997D;COLLEGE LA ROCHE BEAULIEU;73;88.0;90.0;50;98.6;30.5
0241041B;COLLEGE ALCIDE DUSOLIER;65;92.0;89.0;53;92.0;29.9
0250003T;COLLEGE JEAN BAUHIN;111;74.0;90.0;57;79.4;27.0
0250015F;COLLEGE CHARLES MASSON;49;96.0;100.0;39;103.9;34.3
0250047R;COLLEGE OLYMPE DE GOUGES;93;95.0;96.0;74;96.9;32.1
0250049T;COLLEGE FELIX GAFFIOT;85;92.0;96.0;65;108.9;32.2
0250056A;COLLEGE JOUFFROY D'ABBANS;160;77.0;94.0;92;79.5;28.8
0251062U;COLLEGE PRIVE SACRE COEUR;41;90.0;91.0;27;99.8;24.7
0251069B;COLLEGE PRIVE SAINT JOSEPH;37;100.0;87.0;31;96.4;22.1
0251208C;COLLEGE PIERRE-JOSEPH PROUDHON;144;74.0;91.0;74;93.3;36.5
0251348E;COLLEGE ALBERT CAMUS;124;94.0;85.0;98;105.3;39.6
0251375J;COLLEGE DES QUATRE TERRES;64;92.0;93.0;46;86.8;30.2
0251556F;COLLEGE ANDRE BOULLOCHE;115;96.0;94.0;97;111.9;37.3
0260005P;COLLEGE OLIVIER DE SERRES;121;97.0;96.0;92;114.0;31.9
0260011W;COLLEGE JOSEPH  BEDIER;63;89.0;83.0;47;103.9;31.2
0260033V;COLLEGE DO MISTRAU;59;95.0;97.0;44;106.2;31.7
0260045H;COLLEGE MARGUERITE DURAS;166;90.0;94.0;120;106.5;35.2
0260096N;COLLEGE PRIVE ANNE CARTIER;124;95.0;90.0;89;109.6;27.7
0260099S;COLLEGE PRIVE SAINT-PIERRE ET SAINT-PAUL LE PENDILLON;81;94.0;74.0;63;103.1;22.7
0260117L;COLLEGE PAUL VALERY;109;83.0;84.0;61;84.9;35.0
0260766S;COLLEGE GERARD GAUD;169;82.0;94.0;106;88.4;34.9
0260850H;COLLEGE ETIENNE-JEAN LAPASSAT;149;82.0;91.0;93;93.4;33.5
0260945L;COLLEGE PRIVE SAINT LOUIS;84;92.0;80.0;62;113.2;27.6
0261093X;COLLEGE DU DIOIS;98;93.0;95.0;68;112.9;33.9
0261094Y;COLLEGE EMILE LOUBET;107;76.0;87.0;48;95.2;34.4
0261095Z;COLLEGE CAMILLE VERNET;149;78.0;89.0;91;100.3;37.6
0261135T;COLLEGE PRIVE CHABRILLAN ST JEAN-BAPTISTE;118;100.0;82.0;111;125.0;30.1
0270036T;COLLEGE PIERRE ET MARIE CURIE;128;86.0;95.0;83;96.2;32.5
0271094T;COLLEGE GUILLAUME DE CONCHES;148;93.0;93.0;105;101.2;30.2
0271106F;COLLEGE LOUIS ANQUETIN;109;85.0;92.0;75;96.3;27.3
0271267F;COLLEGE CROIX MAITRE RENAULT;113;77.0;95.0;75;100.4;31.3
0271285A;COLLEGE LE ROUMOIS;77;84.0;97.0;52;100.7;28.5
0271286B;COLLEGE ALPHONSE ALLAIS;82;91.0;89.0;55;78.5;27.1
0271289E;COLLEGE CERVANTES;112;77.0;93.0;61;83.7;26.6
0271322R;COLLEGE GEORGES POMPIDOU;129;95.0;95.0;100;109.1;32.5
0271449D;COLLEGE PRIVE NOTRE DAME - SAINT FRANCOIS;84;99.0;90.0;73;118.8;28.2
0280001Z;COLLEGE JULES FERRY;143;86.0;96.0;102;100.2;27.5
0280040S;COLLEGE GASTON COUTE;113;82.0;94.0;67;97.1;25.3
0280656L;COLLEGE TOMAS DIVI;60;73.0;93.0;29;82.4;32.3
0280657M;COLLEGE LES PETITS SENTIERS;84;79.0;90.0;47;84.7;25.7
0280753S;COLLEGE NICOLAS ROBERT;145;82.0;92.0;86;93.1;30.3
0280803W;COLLEGE EDOUARD HERRIOT;126;79.0;91.0;76;99.4;33.7
0280883H;COLLEGE VICTOR HUGO;123;86.0;87.0;79;96.9;29.3
0280887M;COLLEGE LA LOGE DES BOIS;71;96.0;88.0;49;98.1;28.8
0280918W;COLLEGE ANATOLE FRANCE;39;100.0;93.0;31;76.0;24.1
0281060A;COLLEGE MARTIAL TAUGOURDEAU;138;84.0;93.0;93;98.4;34.5
0290045S;COLLEGE MESCOAT;215;94.0;96.0;174;110.6;31.4
0290089P;COLLEGE VAL D'ELORN;69;80.0;85.0;47;99.8;31.1
0290244H;COLLEGE PRIVE ST PIERRE;61;98.0;91.0;52;107.5;27.6
0290286D;COLLEGE PRIVE ST JOSEPH;123;100.0;93.0;113;109.6;25.8
0290308C;COLLEGE PRIVE ST JEAN DE LA CROIX;53;100.0;90.0;50;129.5;27.3
0290330B;COLLEGE BOIS DE LOCQUERAN;58;83.0;90.0;39;104.1;28.3
0290331C;COLLEGE HENRI LE MOAL;54;96.0;88.0;44;110.0;28.7
0291086Y;COLLEGE JEAN JAURES;69;100.0;94.0;60;98.8;27.2
0291089B;COLLEGE LA FONTAINE MARGOT-KERANROUX;56;95.0;80.0;42;88.9;29.5
0291595B;COLLEGE DE L'IROISE;115;99.0;93.0;109;105.6;40.0
0291631R;COLLEGE PAUL LANGEVIN;69;91.0;87.0;59;101.2;27.8
0291713E;COLLEGE PRIVE STE MARIE;32;100.0;84.0;31;115.1;26.5
0291753Y;COLLEGE VICTOIRE DAUBIE;94;94.0;94.0;80;124.5;34.7
0291824A;COLLEGE LES QUATRE MOULINS;102;97.0;92.0;88;103.0;37.2
0291869Z;COLLEGE PRIVE LA CROIX ROUGE LA SALLE;216;100.0;88.0;204;108.5;31.3
0291874E;COLLEGE PRIVE ST SEBASTIEN;141;99.0;93.0;130;117.3;25.6
0291877H;COLLEGE PRIVE ST GABRIEL;106;98.0;96.0;82;111.3;26.7
0292006Y;COLLEGE DE L'AULNE;78;86.0;95.0;61;91.8;26.3
0300006U;COLLEGE FLORIAN;127;90.0;88.0;99;99.6;31.3
0300033Y;COLLEGE VOLTAIRE;146;92.0;97.0;116;108.3;31.4
0300036B;COLLEGE ARMAND COUSSENS;81;83.0;91.0;51;98.3;28.1
0300062E;COLLEGE CAPOUCHINE;122;65.0;83.0;48;78.9;24.9
0300089J;COLLEGE PRIVE D'ALZON SAINT-FELIX;42;100.0;86.0;40;111.0;28.4
0300093N;COLLEGE PRIVE ST-JEAN-BAPTISTE DE LA SALLE;191;100.0;90.0;185;117.2;28.9
0300922P;COLLEGE PRIVE TAISSON;102;96.0;87.0;91;116.0;28.0
0300929X;COLLEGE DU MONT DUPLAN;114;81.0;79.0;71;99.8;39.5
0300947S;COLLEGE ALPHONSE DAUDET;111;86.0;86.0;76;78.8;24.9
0301010K;COLLEGE ADA LOVELACE;96;84.0;82.0;67;83.1;29.9
0301014P;COLLEGE DENIS DIDEROT;112;84.0;90.0;67;86.5;32.5
0301211D;COLLEGE LE BOSQUET;122;88.0;88.0;82;95.7;34.2
0301213F;COLLEGE PAUL VALERY;155;94.0;94.0;121;107.6;32.7
0301244P;COLLEGE PRIVE SAINT FIRMIN;39;100.0;86.0;34;110.8;26.7
0301246S;COLLEGE LA GARDONNENQUE;184;85.0;94.0;125;104.9;32.5
0301326D;COLLEGE ANDRE CHAMSON;96;92.0;94.0;67;104.0;31.2
0301656M;COLLEGE CLAUDIE HAIGNERE;143;90.0;95.0;106;116.7;33.5
0301670C;COLLEGE FREDERIC DESMONS;133;92.0;94.0;90;104.3;32.7
0301671D;COLLEGE LE VIGNET;133;92.0;92.0;101;117.7;33.0
0301721H;COLLEGE JEAN-LOUIS TRINTIGNANT;105;94.0;95.0;80;108.7;31.0
0310003K;COLLEGE EMILE-PAUL VAYSSIE;40;98.0;91.0;35;102.6;33.4
0310005M;COLLEGE JEAN MONNET;47;96.0;97.0;40;114.0;31.9
0310007P;COLLEGE CHARLES SURAN;47;91.0;96.0;30;95.9;28.5
0310008R;COLLEGE JOSEPH REY;155;86.0;95.0;109;117.3;31.4
0310012V;COLLEGE DU PLANTAUREL;132;92.0;90.0;89;101.2;30.8
0310015Y;COLLEGE PIERRE ET MARIE CURIE;107;95.0;94.0;77;111.3;31.6
0310021E;COLLEGE GEORGES BRASSENS;178;95.0;96.0;156;128.2;34.2
0310084Y;COLLEGE ANTONIN PERBOSC;179;90.0;94.0;120;106.2;32.8
0310093H;COLLEGE MARCELIN BERTHELOT;109;85.0;81.0;71;100.0;39.6
0311093V;COLLEGE MONTESQUIEU;288;88.0;93.0;210;111.0;39.6
0311160T;COLLEGE PRIVE SAINTE-THERESE;115;99.0;94.0;105;131.4;28.2
0311162V;COLLEGE PRIVE SAINTE-GENEVIEVE;105;99.0;92.0;94;118.3;26.6
0311168B;COLLEGE PRIVE SAINTE-MARIE DE NEVERS;58;100.0;83.0;54;119.3;30.4
0311169C;COLLEGE PRIVE SAINT-LOUIS;82;100.0;98.0;77;130.4;28.5
0311319R;COLLEGE LOUISA PAULIN;174;89.0;92.0;122;92.0;32.9
0311325X;COLLEGE VOLTAIRE;77;74.0;88.0;37;87.5;30.9
0311327Z;COLLEGE ALPHONSE DE LAMARTINE;87;83.0;83.0;61;99.0;42.8
0311570N;COLLEGE PRIVE LA PRAIRIE;34;97.0;75.0;25;137.3;30.9
0311582B;COLLEGE DES PONTS-JUMEAUX;76;84.0;92.0;50;119.3;40.6
0311630D;COLLEGE STENDHAL;86;86.0;78.0;56;74.6;22.3
0311631E;COLLEGE MICHELET;180;93.0;92.0;149;134.0;41.5
0311634H;COLLEGE JULES FERRY;167;87.0;95.0;116;123.5;33.1
0311965T;COLLEGE PRIVE LE FERRADOU;133;100.0;91.0;132;142.0;23.2
0312140H;COLLEGE RENE CASSIN;143;97.0;95.0;124;125.7;36.8
0312220V;COLLEGE DANIEL SORANO;228;94.0;98.0;182;122.9;35.8
0312307P;COLLEGE LEONARD DE VINCI;191;85.0;92.0;138;130.9;39.2
0312609T;COLLEGE LES ROUSSILLOUS;118;94.0;96.0;87;129.5;33.2
0312611V;COLLEGE JACQUELINE AURIOL;171;91.0;96.0;130;116.3;35.6
0312697N;COLLEGE FLORA TRISTAN;156;94.0;95.0;133;112.2;33.0
0312743N;COLLEGE IRENE JOLIOT-CURIE;150;95.0;98.0;128;129.3;35.3
0312762J;COLLEGE ELISABETH BADINTER;119;95.0;96.0;98;137.8;32.4
0320004F;COLLEGE PRIVE SAINT-CHRISTOPHE;56;89.0;72.0;35;114.0;30.8
0320013R;COLLEGE EDOUARD LARTET;64;97.0;97.0;56;109.3;32.0
0320014S;COLLEGE LOUISE MICHEL;95;98.0;96.0;72;122.9;34.8
0320027F;COLLEGE D'ARTAGNAN;67;96.0;95.0;56;98.3;31.8
0320031K;COLLEGE FRANCOIS DE BELLEFOREST;85;89.0;93.0;65;109.3;32.1
0320033M;COLLEGE GABRIEL SEAILLES;51;94.0;86.0;43;105.3;30.4
0320074G;COLLEGE VASCONIE;32;91.0;95.0;25;99.0;29.0
0320740F;COLLEGE FRANCOISE HERITIER;102;89.0;96.0;73;124.7;32.3
0330017P;COLLEGE JEAN ZAY;115;98.0;93.0;108;109.4;30.0
0330058J;COLLEGE PAUL EMILE VICTOR;126;90.0;98.0;90;106.9;32.1
0330062N;COLLEGE CANTERANE;136;89.0;92.0;95;105.3;29.5
0330065S;COLLEGE MONSEJOUR;120;92.0;89.0;100;116.6;34.7
0330091V;COLLEGE LES DAGUEYS;148;82.0;92.0;96;97.8;32.3
0330125G;COLLEGE GEORGES MANDEL;60;80.0;89.0;36;94.2;27.1
0330140Y;COLLEGE GRAND PARC;131;85.0;90.0;74;74.0;25.2
0330162X;COLLEGE EUGENE ATGET;97;90.0;91.0;74;105.6;37.6
0331461J;COLLEGE CASSIGNOL;209;93.0;92.0;183;142.0;33.8
0331500B;COLLEGE PRIVE NOTRE DAME SEVIGNE;108;98.0;88.0;90;124.5;28.7
0331507J;COLLEGE PRIVE ST JOSEPH;171;100.0;93.0;167;127.1;26.7
0331529H;COLLEGE PRIVE JEANNE D'ARC ASSOMPTION;147;99.0;92.0;134;133.9;26.6
0331532L;COLLEGE PRIVE JEANNE D ARC;67;97.0;89.0;51;106.4;28.7
0331623K;COLLEGE ALOUETTE;194;90.0;93.0;147;126.8;35.9
0331753B;COLLEGE BLANQUI;50;94.0;84.0;42;85.5;33.3
0331888Y;COLLEGE DU VAL DE SAYE;148;86.0;97.0;89;91.8;27.6
0331890A;COLLEGE ANDRE LAHAYE;174;99.0;92.0;136;119.0;32.0
0332085M;COLLEGE J AURIAC;158;87.0;89.0;121;108.1;31.9
0332090T;COLLEGE BOURRAN;125;91.0;90.0;98;108.2;37.8
0332189A;COLLEGE NELSON MANDELA;122;70.0;80.0;58;92.9;34.2
0332248P;COLLEGE PAUL ESQUINANCE;143;91.0;96.0;109;92.7;32.7
0332288H;COLLEGE AUSONE;151;93.0;97.0;111;100.2;30.6
0332341R;COLLEGE JACQUES PREVERT;124;85.0;93.0;80;100.4;31.4
0332488A;COLLEGE PRIVE ST JOSEPH DE TIVOLI;248;98.0;95.0;228;139.1;23.0
0332569N;COLLEGE PORTE DU MEDOC;193;93.0;94.0;159;109.8;31.4
0332657J;COLLEGE JEAN COCTEAU;138;91.0;97.0;104;112.1;31.3
0332743C;COLLEGE ALIENOR D AQUITAINE;93;90.0;96.0;75;126.1;31.1
0333093H;COLLEGE LEONARD DE VINCI;185;95.0;95.0;158;133.4;34.7
0333121N;COLLEGE GASTON FLAMENT;146;92.0;93.0;114;114.4;31.2
0333132A;COLLEGE SIMONE VEIL;147;84.0;92.0;98;101.5;31.6
0340034C;COLLEGE ROGER CONTREPAS;71;89.0;99.0;48;95.1;31.5
0520708M;COLLEGE PAUL CLAUDEL;77;84.0;95.0;42;92.9;30.1
0340070S;COLLEGE DU JAUR;47;96.0;85.0;42;99.2;30.7
0340111L;COLLEGE CLEMENCEAU;102;86.0;78.0;75;103.8;41.4
0340998A;COLLEGE JEU DE MAIL;123;83.0;83.0;80;104.3;38.5
0341363X;COLLEGE DE LA VOIE DOMITIENNE;179;90.0;95.0;136;121.3;35.3
0341388Z;COLLEGE MARCEL PAGNOL;194;81.0;95.0;127;101.5;32.1
0341592W;COLLEGE MARCEL PAGNOL;113;86.0;93.0;81;82.8;27.9
0341656R;COLLEGE PHILIPPE LAMOUR;95;93.0;92.0;79;109.9;32.7
0342036D;COLLEGE PIERRE MENDES FRANCE;202;97.0;96.0;179;127.3;33.8
0342131G;COLLEGE FRANCOIS RABELAIS;148;89.0;86.0;98;94.7;33.7
0342297M;COLLEGE PRIVE SAINT JOSEPH PIERRE ROUGE;62;100.0;92.0;61;134.6;26.4
0350017D;COLLEGE DU QUERPON;82;95.0;92.0;63;98.0;28.7
0350027P;COLLEGE LES GAYEULLES;125;99.0;89.0;113;103.4;43.8
0350052S;COLLEGE PIERRE PERRIN;40;90.0;86.0;27;95.0;27.9
0350707D;COLLEGE FRANCOIS RENE DE CHATEAUBRIAND;139;91.0;95.0;111;108.0;33.0
0350775C;COLLEGE PRIVE LE CLEU ST JOSEPH;157;99.0;93.0;142;111.7;31.0
0350785N;COLLEGE PRIVE MOKA STE FAMILLE;98;99.0;91.0;87;120.3;29.0
0350848G;COLLEGE PRIVE ST ANDRE;38;95.0;81.0;30;95.4;20.8
0350867C;COLLEGE PRIVE ST MICHEL;151;100.0;93.0;142;123.3;29.3
0350868D;COLLEGE PRIVE ST JOSEPH;63;100.0;96.0;56;103.2;25.5
0350872H;COLLEGE PRIVE ST LOUIS-MARIE;161;99.0;94.0;151;115.2;29.0
0350881T;COLLEGE PRIVE ST MICHEL;134;99.0;93.0;130;112.4;27.9
0350883V;COLLEGE PRIVE JEANNE D'ARC;83;95.0;98.0;73;105.3;27.3
0350913C;COLLEGE CLOTILDE VAUTIER;77;73.0;84.0;43;84.0;40.0
0350963G;COLLEGE DES HAUTES OURMES;137;83.0;85.0;84;90.4;35.9
0350969N;COLLEGE BELLEVUE;98;93.0;92.0;78;93.4;31.7
0350970P;COLLEGE LE CHENE VERT;107;88.0;96.0;76;96.5;31.7
0351790F;COLLEGE MARTIN LUTHER KING;164;86.0;97.0;126;122.3;35.6
0351796M;COLLEGE EMILE ZOLA;137;87.0;89.0;100;109.3;40.6
0351849V;COLLEGE AMAND BRIONNE;110;100.0;90.0;104;114.6;33.6
0352069J;COLLEGE PRIVE ST VINCENT-PROVIDENCE;194;100.0;88.0;188;136.3;26.7
0352071L;COLLEGE PRIVE JOSEPHINE-BAKHITA;37;92.0;84.0;27;94.6;23.3
0352183H;COLLEGE MATHURIN MEHEUT;85;96.0;95.0;76;121.2;34.8
0360496U;COLLEGE BEAULIEU;118;83.0;90.0;79;98.6;31.9
0360510J;COLLEGE PRIVE SAINTE ANNE;47;94.0;85.0;36;101.8;24.7
0360543V;COLLEGE COLBERT;76;80.0;80.0;51;95.7;33.3
0360568X;COLLEGE PRIVE SAINT CYR-SAINTE JULITTE;38;95.0;88.0;28;111.4;29.9
0360720M;COLLEGE GEORGE SAND;91;80.0;97.0;47;96.5;29.7
0370006F;COLLEGE JOACHIM DU BELLAY;40;95.0;92.0;26;92.9;25.5
0370013N;COLLEGE ANDRE DUCHESNE;43;98.0;95.0;36;94.5;27.6
0370022Y;COLLEGE SIMONE VEIL;128;96.0;94.0;106;110.2;31.9
0370044X;COLLEGE ANATOLE FRANCE;103;83.0;85.0;63;93.2;38.1
0370045Y;COLLEGE FRANCOIS RABELAIS;118;91.0;78.0;89;111.5;41.1
0370051E;COLLEGE DE MONTRESOR JEAN LEVEQUE;34;94.0;95.0;19;98.8;28.5
0370729S;COLLEGE PRIVE SAINT MARTIN;145;99.0;93.0;137;135.6;32.1
0370745J;COLLEGE PRIVE CHRIST ROI N DAME DES AILES;117;99.0;88.0;93;126.5;29.8
0370765F;COLLEGE LEONARD DE VINCI;93;98.0;88.0;73;117.7;37.9
0370885L;COLLEGE LE CHAMP DE LA MOTTE;155;84.0;98.0;104;105.4;31.0
0370886M;COLLEGE JEAN PHILIPPE RAMEAU;148;89.0;92.0;111;100.3;35.9
0370991B;COLLEGE PIERRE CORNEILLE;100;89.0;78.0;62;91.4;32.7
0371330V;COLLEGE PRIVE SAINT GREGOIRE;112;100.0;93.0;110;134.0;30.1
0380087N;COLLEGE JOSEPH CHASSIGNEUX;144;92.0;95.0;119;108.3;32.7
0380278W;COLLEGE LE CALLOUD;151;83.0;92.0;93;96.0;34.4
0381658W;COLLEGE PRIVE SAINT MICHEL;144;100.0;92.0;143;129.4;28.8
0381689E;COLLEGE PRIVE SAINT FRANCOIS;145;99.0;92.0;136;115.4;27.2
0381692H;COLLEGE PRIVE SAINT BRUNO;64;98.0;96.0;56;111.1;27.1
0381696M;COLLEGE PRIVE BAYARD;109;100.0;93.0;105;135.5;27.2
0382098Z;COLLEGE ALEXANDRE FLEMING;189;85.0;97.0;127;119.0;34.1
0390783P;COLLEGE XAVIER BICHAT;53;98.0;100.0;47;102.2;27.9
0390784R;COLLEGE GILBERT COUSIN;44;84.0;93.0;31;97.3;26.2
0390823H;COLLEGE DES VERNAUX MARIUS DAUBIGNEY;69;97.0;92.0;55;103.0;30.7
0390883Y;COLLEGE MARYSE BASTIE;103;75.0;91.0;57;88.0;30.6
0390907Z;COLLEGE SAINT-EXUPERY;97;93.0;91.0;76;95.2;32.8
0390922R;COLLEGE MARCEL AYME;90;82.0;94.0;62;93.3;26.9
0390961H;COLLEGE LES LOUATAUX;117;88.0;91.0;90;100.4;33.4
0390962J;COLLEGE VICTOR CONSIDERANT;84;86.0;95.0;64;104.4;32.1
0390997X;COLLEGE JULES GREVY;67;93.0;98.0;51;102.2;30.2
0391002C;COLLEGE PRIVE NOTRE DAME DE MONT ROLAND;142;94.0;89.0;112;105.1;28.9
0400028N;COLLEGE PAYS D ORTHE;114;89.0;95.0;80;99.5;32.1
0400071K;COLLEGE PRIVE ST JOSEPH;79;97.0;79.0;69;120.2;27.5
0410768M;COLLEGE JEAN EMOND;170;84.0;97.0;111;100.0;33.0
0410773T;COLLEGE PRIVE NOTRE DAME;38;95.0;77.0;25;109.7;25.1
0420060M;COLLEGE PAPIRE MASSON;52;98.0;98.0;46;102.7;30.9
0420916T;COLLEGE PUITS DE LA LOIRE;102;74.0;72.0;55;78.8;29.2
0420978K;COLLEGE PRIVE FRANCOIS D'ASSISE;106;100.0;92.0;102;124.8;25.9
0421059Y;COLLEGE PRIVE SAINT REGIS;91;98.0;91.0;82;114.4;28.1
0421082Y;COLLEGE PRIVE SAINT JOSEPH;38;84.0;94.0;28;103.8;24.6
0421455D;COLLEGE MONTAIGNE;103;95.0;97.0;91;103.2;30.3
0421456E;COLLEGE JEAN PAPON;43;98.0;99.0;36;99.3;32.1
0421486M;COLLEGE PIERRE JOANNON;97;86.0;89.0;66;88.1;30.9
0421487N;COLLEGE JACQUES PREVERT;225;93.0;94.0;172;102.7;32.5
0421572F;COLLEGE MICHEL SERVET;157;93.0;95.0;120;99.0;32.8
0421658Z;COLLEGE PRIVE RAOUL FOLLEREAU;84;100.0;96.0;79;102.7;24.9
0421659A;COLLEGE PRIVE SAINT FIRMIN;51;90.0;78.0;35;93.3;25.0
0421681Z;COLLEGE WALDECK-ROUSSEAU;82;76.0;84.0;52;82.1;26.5
0450006M;COLLEGE FREDERIC BAZILLE;117;97.0;95.0;92;92.5;29.6
0450008P;COLLEGE ALBERT CAMUS;90;83.0;94.0;55;88.2;28.2
0860020E;COLLEGE ARSENE LAMBERT;124;90.0;96.0;81;97.1;28.8
0860023H;COLLEGE JOACHIM DU BELLAY;99;69.0;95.0;45;92.0;27.9
0860076R;COLLEGE JEAN MOULIN;151;78.0;88.0;95;95.6;36.7
0860764N;COLLEGE PRIVE SACRE COEUR LA SALLE;94;98.0;90.0;79;119.8;28.2
0860792U;COLLEGE GERARD PHILIPE;156;87.0;94.0;113;110.2;31.7
0860876K;COLLEGE GEORGE SAND;118;89.0;92.0;83;84.2;30.6
0860984C;COLLEGE RENE DESCARTES;115;88.0;89.0;74;92.2;32.1
0861053C;COLLEGE JEAN MONNET;106;83.0;93.0;76;105.5;28.6
0870006J;COLLEGE PIERRE MENDES FRANCE;47;91.0;96.0;36;106.5;30.9
0870009M;COLLEGE LOUIS TIMBAL;52;85.0;89.0;32;99.5;24.4
0870820U;COLLEGE BERNARD PALISSY;121;92.0;94.0;78;103.3;29.3
0890979F;COLLEGE CHENEVIERE DES ARBRES;53;91.0;93.0;35;93.1;26.9
0891054M;COLLEGE SAINT JOSEPH LA SALLE;176;99.0;90.0;147;119.7;28.1
0891186F;COLLEGE CLAUDE DEBUSSY;136;88.0;95.0;107;103.5;27.1
0900006T;COLLEGE LEONARD DE VINCI;122;87.0;94.0;93;86.8;34.5
0900007U;COLLEGE JULES FERRY;116;94.0;92.0;74;91.1;31.3
0900009W;COLLEGE VAL DE ROSEMONT;85;91.0;89.0;67;103.3;33.3
0900017E;COLLEGE CHATEAUDUN;68;62.0;90.0;33;85.9;31.0
0900032W;COLLEGE PRIVE LA PROVIDENCE;43;91.0;83.0;28;116.8;29.4
0900275K;COLLEGE SAINT EXUPERY;97;89.0;99.0;74;97.6;34.6
0910042B;COLLEGE JEAN ZAY;166;81.0;93.0;102;100.5;34.9
0910057T;COLLEGE JEAN MOULIN;160;92.0;93.0;125;131.5;37.8
0910714G;COLLEGE ALBERT CAMUS;83;96.0;90.0;57;90.7;29.4
0910716J;COLLEGE JEAN MERMOZ;91;99.0;94.0;64;86.6;27.1
0910829G;COLLEGE PRIVE SAINT-SPIRE;243;100.0;92.0;222;129.7;26.6
0910836P;COLLEGE PRIVE SACRE COEUR;51;98.0;88.0;44;128.0;27.7
0910860R;COLLEGE JULES FERRY;194;91.0;93.0;144;117.0;35.6
0910977T;COLLEGE ALBERT CAMUS;118;78.0;98.0;73;112.0;33.1
0910980W;COLLEGE PRIVE MOREAU;61;89.0;58.0;41;120.7;27.3
0911025V;COLLEGE JEAN LURCAT;219;89.0;92.0;141;83.2;30.0
0911027X;COLLEGE MICHEL RICHARD DELALANDE;169;83.0;83.0;100;84.1;24.8
0911036G;COLLEGE JEAN VILAR;99;81.0;87.0;51;74.0;19.9
0911038J;COLLEGE PAUL BERT;125;98.0;93.0;103;107.1;39.6
0911146B;COLLEGE HENRI WALLON;166;94.0;93.0;114;98.0;29.9
0911250P;COLLEGE PAUL FORT;107;83.0;90.0;58;97.7;34.2
0911334F;COLLEGE AIME CESAIRE;122;84.0;91.0;70;80.3;24.4
0911397Z;COLLEGE LA VALLEE;155;90.0;95.0;83;85.2;25.5
0911402E;COLLEGE DE GUINETTE;165;90.0;92.0;108;83.9;25.6
0911404G;COLLEGE JEAN ROSTAND;133;88.0;95.0;80;118.0;30.8
